1980.1	0	0	0	0	NaN	0	0	0	0	0	0.000713657	0	0	0	0	0	0	0	0
1980.2	0	0	0	0	NaN	0	0	0.000397251	0	0	0.000750229	0	0	0	0	0	0	0	0
1980.3	0	0	0	0	NaN	0	0	0	0	0	0.000869374	0	0	0	0	0	0	0	0
1980.4	0	0	0	0	NaN	0	0	0.000789141	0	0	0.000861837	0	0	0	0	0	0	0	0
1980.5	0	0	0	0	NaN	0	0	0	0	0	0.000931341	0	0	0	0	0	0	0	0
1980.6	0	0	0	0	NaN	0	0	0.000391926	0	0	0.00103927	0	0	0	0	0	0	0	0
1980.7	0	0	0	0	NaN	0	0	0	0	0	0.00108947	0	0	0	0	0	0	0	0
1980.8	0	0	0	0	NaN	0	0	0	0	0	0.0011128	0	0	0	0	0	0	0	0
1980.9	0	0	0	0	NaN	0	0	0	0	0	0.00107404	0	0	0	0	0	0	0	0
1981	0	0	0	0	NaN	0	0	0.000386713	0	0	0.00111409	0	0	0	0	0	0	0	0
1981.1	0	0	0	0	NaN	0	0	0.000385416	0	0	0.00113226	0	0	0	0	0	0	0	0
1981.2	0	0	0	0	NaN	0	0	0.000767902	0	0	0.00116777	0	0	0	0	0	0	0	0
1981.3	0	0	0	0	NaN	0	0	0.000382863	0	0	0.00125268	0	0	0	0	0	0	0	0
1981.4	0	0	0	0	NaN	0	0	0	0	0	0.00123143	0	0	0	0	0	0	0	0
1981.5	0	0	0	0	NaN	0	0	0	0	0	0.00124545	0	0	0	0	0	0	0	0
1981.6	0	0	0	0	NaN	0	0	0.000379118	0	0	0.00126063	0	0	0	0	0	0	0	0
1981.7	0	0	0	0	NaN	0	0	0	0	0	0.00139945	0	0	0	0	0	0	0	0
1981.8	0	0	0	0	NaN	0	0	0	0	0	0.00145062	0	0	0	0	0	0	0	0
1981.9	0	0	0	0	NaN	0	0	0	0	0	0.00153416	0	0	0	0	0	0	0	0
1982	0	0	0	0	NaN	0	0	0	0	0	0.0016001	0	0	0	0	0	0	0	0
1982.1	0	0	0	0	NaN	0	0	0.00037294	0	0	0.0016347	0	0	0	0	0	0	0	0
