1992.3	0.827586	0.638743	0.375	0.833361	0.196429	0.482759	0.1875	6.74795	NaN
1992.4	0.9	0.621212	0.625	0.831062	0.205882	0.65	0.25	9.01286	NaN
1992.5	0.846154	0.655	0.5	0.833165	0.259259	0.423077	NaN	5.82512	NaN
1992.6	0.75	0.66	0.416667	0.83628	0.25	0.55	0.166667	7.49923	NaN
1992.7	0.787879	0.654206	0.461538	0.835329	0.195652	0.515152	NaN	6.98229	NaN
1992.8	0.8	0.666667	0.375	0.835214	0.156863	0.55	0.0625	7.38758	NaN
1992.9	0.75	0.669951	0.411765	0.836356	0.122807	0.375	0.117647	5.03107	NaN
1993	0.764706	0.645631	0.454545	0.835587	0.104167	0.647059	NaN	8.56705	NaN
1993.1	0.823529	0.670051	0.25	0.836384	0.210526	0.411765	0.125	5.43067	NaN
1993.2	0.75	0.66	0.666667	0.834775	0.204545	0.35	NaN	4.57968	NaN
1993.3	0.647059	0.676617	0.571429	0.836272	0.030303	0.470588	NaN	6.12343	NaN
1993.4	0.857143	0.682051	0.428571	0.836764	0.145455	0.214286	0.0714286	2.76652	NaN
1993.5	0.833333	0.683168	0.25	0.838466	0.172414	0.444444	0.125	5.68562	NaN
1993.6	0.814815	0.679245	0.285714	0.838258	0.115385	0.481481	NaN	6.13941	NaN
1993.7	0.777778	0.684932	0.583333	0.836261	0.150943	0.62963	NaN	7.91323	NaN
1993.8	0.842105	0.645299	0.666667	0.837914	0.150943	0.5	0.2	6.2328	NaN
1993.9	0.833333	0.655172	0.357143	0.835339	0.301887	0.5	NaN	6.18962	NaN
1994	0.923077	0.671053	0.5	0.836007	0.181818	0.384615	0.05	4.74653	NaN
1994.1	0.851852	0.672414	0.666667	0.835992	0.166667	0.37037	0.222222	4.53857	NaN
1994.2	0.866667	0.661157	0.444444	0.834771	0.145455	0.533333	0.111111	6.51507	NaN
1994.3	0.818182	0.669388	0.411765	0.835641	0.0892857	0.606061	0.0588235	7.35484	NaN
1994.4	0.8	0.665339	0.388889	0.838055	0.176471	0.5	0.0555556	6.04556	NaN
1994.5	0.714286	0.686747	0.333333	0.836939	0.229167	0.571429	0.0666667	6.88512	NaN
1994.6	0.821429	0.673469	0.590909	0.835884	0.323944	0.571429	0.0909091	6.84195	NaN
1994.7	0.809524	0.661088	0.652174	0.836966	0.240964	0.333333	0.130435	3.97906	NaN
1994.8	0.6	0.659919	0.272727	0.835058	0.222222	0.7	NaN	8.35201	NaN
1994.9	0.857143	0.670543	0.363636	0.834444	0.265306	0.5	NaN	5.94512	NaN
1995	0.820513	0.660517	0.368421	0.83583	0.142857	0.538462	0.157895	6.39526	NaN
1995.1	0.807692	0.648438	0.62069	0.832062	0.247191	0.538462	0.0344828	6.37969	NaN
1995.2	0.809524	0.65587	0.391304	0.830337	0.392857	0.52381	0.130435	6.18643	NaN
1995.3	0.870968	0.648	0.357143	0.827996	0.289474	0.548387	0.357143	6.45516	NaN
1995.4	0.807692	0.649402	0.181818	0.827583	0.142857	0.461538	NaN	5.4458	NaN
1995.5	0.806452	0.644531	0.333333	0.827103	0.269841	0.677419	0.111111	7.97172	NaN
1995.6	0.806452	0.660156	0.4	0.826808	0.265306	0.387097	NaN	4.57009	NaN
1995.7	0.705882	0.678715	0.588235	0.825003	0.0545455	0.470588	NaN	5.5481	NaN
1995.8	0.8	0.693878	0.384615	0.824312	0.372093	0.4	0.153846	4.71762	NaN
1995.9	0.703704	0.679842	0.230769	0.825817	0.324324	0.666667	0.153846	7.82997	NaN
1996	0.9	0.673228	0.529412	0.827743	0.12766	0.466667	0.0588235	5.4924	NaN
1996.1	0.75	0.657795	0.583333	0.827319	0.0588235	0.46875	0.0833333	5.48683	NaN
1996.2	0.857143	0.662651	0.384615	0.826447	0.285714	0.47619	0.0769231	5.54744	NaN
1996.3	0.829268	0.651515	0.466667	0.827425	0.245283	0.487805	0.2	5.66422	NaN
1996.4	0.837838	0.649635	0.363636	0.826329	0.0923077	0.648649	0.136364	7.55279	NaN
1996.5	0.823529	0.6337	0.526316	0.826035	0.305085	0.441176	0.105263	5.13416	NaN
1996.6	0.758621	0.629091	0.357143	0.823369	0.22	0.586207	0.0714286	6.82133	NaN
1996.7	0.851064	0.66426	0.321429	0.825116	0.212121	0.531915	0.0714286	6.14797	NaN
1996.8	0.852941	0.655797	0.333333	0.824616	0.15873	0.588235	0.142857	6.79367	NaN
1996.9	0.62963	0.65283	0.393939	0.82451	0.217391	0.62963	0.212121	7.30942	NaN
1997	0.8	0.655678	0.176471	0.826324	0.285714	0.633333	NaN	7.27255	NaN
1997.1	0.827586	0.662835	0.592593	0.823588	0.2875	0.448276	0.0740741	5.14996	NaN
1997.2	0.769231	0.645669	0.5	0.822804	0.285714	0.615385	0.0454545	7.05575	NaN
1997.3	0.823529	0.675781	0.347826	0.821926	0.371429	0.529412	NaN	6.06166	NaN
1997.4	0.868421	0.656827	0.583333	0.826038	0.0882353	0.552632	NaN	6.33011	NaN
1997.5	0.742857	0.649805	0.448276	0.823916	0.25	0.685714	0.103448	7.83886	NaN
1997.6	0.705882	0.613971	0.6	0.823596	0.196078	0.705882	0.15	8.0788	NaN
1997.7	0.724138	0.641509	0.347826	0.82407	0.228571	0.586207	0.0434783	6.72047	NaN
1997.8	0.689655	0.645283	0.565217	0.82339	0.185714	0.482759	0.0434783	5.51929	NaN
1997.9	0.863636	0.66537	0.318182	0.822223	0.304348	0.681818	0.0454545	7.80162	NaN
1998	0.9	0.653992	0.555556	0.821141	0.306122	0.375	0.0555556	4.28976	NaN
1998.1	0.666667	0.64684	0.473684	0.823025	0.135593	0.472222	0.105263	5.39076	NaN
1998.2	0.862069	0.639847	0.555556	0.823442	0.275362	0.482759	0.111111	5.49769	NaN
1998.3	0.833333	0.628906	0.535714	0.819607	0.135417	0.5	0.0714286	5.69894	NaN
1998.4	0.862069	0.609023	0.428571	0.818467	0.353846	0.655172	NaN	7.43745	NaN
1998.5	0.647059	0.602996	0.5	0.818916	0.316327	0.588235	0.0714286	6.66861	NaN
1998.6	0.891892	0.59364	0.333333	0.820359	0.305556	0.405405	0.166667	4.57086	NaN
1998.7	0.741935	0.604982	0.428571	0.817257	0.157143	0.580645	0.0952381	6.5574	NaN
1998.8	0.756098	0.619377	0.3125	0.817567	0.166667	0.365854	0.1875	4.12222	NaN
1998.9	0.794118	0.635088	0.285714	0.818271	0.226415	0.558824	0.0952381	6.28393	NaN
1999	0.8125	0.62807	0.409091	0.818182	0.237288	0.5	0.0454545	5.6083	NaN
1999.1	0.866667	0.622449	0.1875	0.817078	0.3	0.666667	NaN	7.48858	NaN
1999.2	0.724138	0.626712	0.428571	0.815642	0.133333	0.482759	0.047619	5.4096	NaN
1999.3	0.714286	0.636986	0.461538	0.818386	0.234375	0.514286	0.192308	5.76118	NaN
1999.4	0.710526	0.643836	0.454545	0.816873	0.262295	0.657895	0.227273	7.40394	NaN
1999.5	0.823529	0.668942	0.222222	0.814754	0.25	0.411765	NaN	4.65286	NaN
1999.6	0.76087	0.663462	0.4	0.815748	0.264706	0.5	0.08	5.64503	NaN
1999.7	0.727273	0.648208	0.4375	0.815398	0.191489	0.606061	0.125	6.83758	NaN
1999.8	0.862069	0.643836	0.592593	0.813746	0.367089	0.517241	0.296296	5.8428	NaN
1999.9	0.826087	0.636667	0.421053	0.811901	0.290323	0.521739	0.157895	5.92478	NaN
2000	0.780488	0.652459	0.421053	0.812039	0.254237	0.439024	0.210526	4.97876	NaN
2000.1	0.906977	0.668874	0.461538	0.809032	0.158537	0.55814	0.0769231	6.32563	NaN
2000.2	0.833333	0.651163	0.590909	0.807035	0.283333	0.555556	0.0909091	6.26958	NaN
2000.3	0.744186	0.65	0.514286	0.803669	0.227273	0.604651	0.2	6.80626	NaN
2000.4	0.8	0.638596	0.551724	0.80365	0.302632	0.566667	0.0689655	6.3993	NaN
2000.5	0.904762	0.600694	0.590909	0.803508	0.279412	0.428571	0.227273	4.8636	NaN
2000.6	0.692308	0.597865	0.444444	0.799027	0.238095	0.512821	0.185185	5.84231	NaN
2000.7	0.766667	0.589286	0.526316	0.796743	0.259259	0.466667	0.210526	5.33283	NaN
2000.8	0.8	0.581633	0.416667	0.79498	0.328767	0.7	0.125	8.01935	NaN
2000.9	0.823529	0.61324	0.321429	0.796257	0.204819	0.441176	0.107143	5.06444	NaN
2001	0.82	0.628866	0.387097	0.797222	0.230769	0.56	0.225806	6.44023	NaN
2001.1	0.641026	0.605442	0.518519	0.796613	0.257576	0.641026	0.148148	7.32312	NaN
2001.2	0.810811	0.598592	0.4	0.797284	0.223404	0.567568	0.142857	6.50369	NaN
2001.3	0.709677	0.592727	0.40625	0.796691	0.195876	0.612903	0.3125	7.02919	NaN
2001.4	0.842105	0.588889	0.533333	0.79539	0.363636	0.447368	0.1	5.14891	NaN
2001.5	0.777778	0.604396	0.434783	0.79517	0.228571	0.527778	0.130435	6.09213	NaN
2001.6	0.705882	0.583026	0.428571	0.795009	0.209677	0.529412	NaN	6.12028	NaN
2001.7	0.666667	0.589286	0.416667	0.792823	0.3125	0.666667	0.125	7.69402	NaN
2001.8	0.911111	0.575972	0.387097	0.79202	0.184211	0.533333	0.129032	6.18045	NaN
2001.9	0.611111	0.567376	0.551724	0.793025	0.287671	0.555556	0.275862	6.45929	NaN
2002	0.766667	0.555556	0.454545	0.794661	0.254902	0.566667	NaN	6.58383	NaN
2002.1	0.75	0.568966	0.48	0.793432	0.320513	0.583333	0.04	6.7816	NaN
2002.2	0.892857	0.571942	0.5	0.797158	0.157895	0.535714	0.0833333	6.22894	NaN
2002.3	0.761905	0.577206	0.366667	0.797109	0.169014	0.404762	0.166667	4.72062	NaN
2002.4	0.725	0.585616	0.318182	0.799428	0.38	0.65	0.0909091	7.56569	NaN
2002.5	0.804878	0.569024	0.647059	0.797519	0.326923	0.390244	0.176471	4.54617	NaN
2002.6	0.805556	0.576667	0.533333	0.797873	0.151515	0.416667	0.133333	4.85845	NaN
2002.7	0.657895	0.566667	0.517241	0.794057	0.306818	0.605263	0.0344828	7.05384	NaN
2002.8	0.76	0.559211	0.483871	0.795291	0.28972	0.46	0.129032	5.33693	NaN
2002.9	0.690476	0.572347	0.333333	0.794569	0.364706	0.547619	0.166667	6.33556	NaN
2003	0.657143	0.566775	0.384615	0.794728	0.368421	0.428571	0.115385	4.96925	NaN
2003.1	0.730769	0.580537	0.380952	0.789887	0.26	0.538462	0.238095	6.24295	NaN
2003.2	0.72093	0.584718	0.407407	0.790927	0.156863	0.604651	0.185185	7.0162	NaN
2003.3	0.625	0.592593	0.583333	0.792854	0.353846	0.5625	0.125	6.53712	NaN
2003.4	0.727273	0.592593	0.391304	0.794344	0.235294	0.545455	0.130435	6.37172	NaN
2003.5	0.9	0.578595	0.36	0.795996	0.22807	0.475	0.16	5.53202	NaN
2003.6	0.820513	0.574751	0.444444	0.796127	0.25	0.461538	0.0555556	5.41238	NaN
2003.7	0.678571	0.590278	0.32	0.797122	0.264706	0.428571	0.24	5.0361	NaN
2003.8	0.823529	0.593103	0.285714	0.794188	0.340426	0.617647	0.190476	7.28281	NaN
2003.9	0.837838	0.572881	0.631579	0.789343	0.133333	0.459459	NaN	5.41154	NaN
2004	0.657895	0.58	0.333333	0.78635	0.296296	0.526316	0.0833333	6.2095	NaN
2004.1	0.833333	0.603509	0.45	0.785541	0.15	0.625	0.05	7.37609	NaN
2004.2	0.714286	0.59375	0.882353	0.785456	0.414634	0.571429	0.0588235	6.73633	NaN
2004.3	0.761905	0.593333	0.380952	0.786027	0.16129	0.452381	0.142857	5.35229	NaN
2004.4	0.675	0.612583	0.481481	0.786635	0.0958904	0.475	0.148148	5.6304	NaN
2004.5	0.684211	0.63	0.266667	0.78556	0.178571	0.657895	0.133333	7.81621	NaN
2004.6	0.575	0.60339	0.5	0.784402	0.31746	0.525	0.166667	6.21099	NaN
2004.7	0.829268	0.613014	0.333333	0.783924	0.135593	0.439024	0.0740741	5.20914	NaN
2004.8	0.651163	0.616667	0.333333	0.784174	0.258065	0.55814	0.266667	6.6401	NaN
2004.9	0.536585	0.603333	0.363636	0.783821	0.175676	0.634146	0.121212	7.54623	1.9148
2005	0.807692	0.595238	0.611111	0.781619	0.163265	0.384615	0.0555556	4.5814	NaN
2005.1	0.84375	0.603448	0.416667	0.783556	0.314815	0.5625	0.125	6.72426	NaN
2005.2	0.790698	0.637011	0.361111	0.78465	0.258427	0.511628	0.166667	6.12265	1.79091
2005.3	0.755556	0.626761	0.409091	0.786824	0.269231	0.444444	0.181818	5.33006	1.80826
2005.4	0.8	0.629758	0.5	0.78369	0.266667	0.425	0.0909091	5.13585	NaN
2005.5	0.558824	0.62543	0.5	0.782573	0.290909	0.647059	0.0555556	7.87277	NaN
2005.6	0.710526	0.608247	0.5	0.785417	0.127273	0.605263	0.166667	7.34837	1.28408
2005.7	0.794872	0.60274	0.318182	0.785418	0.285714	0.538462	0.272727	6.52325	NaN
2005.8	0.689655	0.6121	0.344828	0.787427	0.243243	0.551724	0.103448	6.68122	NaN
2005.9	0.666667	0.605735	0.275862	0.786971	0.243243	0.575758	0.137931	6.97957	NaN
2006	0.533333	0.604982	0.411765	0.785954	0.191489	0.433333	NaN	5.26536	NaN
2006.1	0.619048	0.598566	0.5	0.783657	0.149254	0.47619	0.0357143	5.80661	NaN
2006.2	0.697674	0.584718	0.5625	0.783008	0.181818	0.651163	0.0625	7.96158	NaN
2006.3	0.710526	0.599327	0.4	0.781818	0.202899	0.526316	0.2	6.42298	NaN
2006.4	0.590909	0.616949	0.448276	0.783185	0.279412	0.477273	0.137931	5.80423	NaN
2006.5	0.85	0.612245	0.48	0.784536	0.262295	0.5	0.12	6.0947	NaN
2006.6	0.764706	0.626298	0.407407	0.783551	0.22	0.441176	0.148148	5.39639	1.44891
2006.7	0.7	0.664311	0.230769	0.781662	0.309859	0.533333	0.0769231	6.53443	NaN
2006.8	0.676471	0.665505	0.545455	0.783221	0.0851064	0.441176	0.181818	5.39232	NaN
2006.9	0.673077	0.635783	0.363636	0.784235	0.318182	0.480769	0.272727	5.89092	NaN
2007	0.6	0.627832	0.36	0.785293	0.2	0.566667	0.08	6.95571	NaN
2007.1	0.714286	0.628378	0.5	0.779791	0.236364	0.571429	0.192308	7.01052	NaN
2007.2	0.538462	0.639456	0.428571	0.779426	0.196078	0.615385	0.047619	7.56835	NaN
2007.3	0.822581	0.627451	0.354839	0.781217	0.152542	0.5	0.129032	6.17987	NaN
2007.4	0.864865	0.625397	0.3	0.785109	0.289474	0.513514	0.2	6.34592	NaN
2007.5	0.707317	0.617647	0.592593	0.785864	0.212121	0.512195	0.111111	6.34192	0.757593
2007.6	0.794118	0.627907	0.37037	0.786558	0.290323	0.676471	0.222222	8.38526	0.679369
2007.7	0.8	0.619718	0.56	0.783823	0.196078	0.466667	0.28	5.76918	1.07966
2007.8	0.734694	0.643599	0.3125	0.781907	0.168675	0.530612	0.1875	6.56079	0.565954
2007.9	0.666667	0.661871	0.4375	0.783226	0.25	0.545455	0.09375	6.74494	0.782567
2008	0.766667	0.66065	0.347826	0.782516	0.139535	0.4	0.173913	4.94121	NaN
2008.1	0.72093	0.653979	0.347826	0.78203	0.234043	0.488372	0.0434783	6.05853	NaN
2008.2	0.697674	0.651163	0.37037	0.778267	0.320988	0.581395	0.259259	7.23052	NaN
2008.3	0.642857	0.662338	0.363636	0.77949	0.236364	0.571429	0.0909091	7.10383	0.528164
2008.4	0.735294	0.650165	0.583333	0.77536	0.272727	0.5	0.291667	6.23119	0.734311
2008.5	0.714286	0.66443	0.392857	0.774558	0.142857	0.5	0.178571	6.26416	NaN
2008.6	0.703704	0.675958	0.433333	0.774999	0.2	0.555556	0.0333333	6.96332	NaN
2008.7	0.689655	0.659864	0.6	0.773774	0.354839	0.655172	NaN	8.22698	NaN
2008.8	0.833333	0.642066	0.586207	0.771959	0.196721	0.444444	0.103448	5.59619	1.33344
2008.9	0.8	0.647059	0.592593	0.773656	0.263158	0.4	0.0740741	5.05691	0.571011
2009	0.609756	0.597902	0.619048	0.775094	0.1	0.682927	0.047619	8.70054	0.352139
2009.1	0.5625	0.598592	0.433333	0.776534	0.197183	0.53125	0.2	6.77948	NaN
2009.2	0.76087	0.614583	0.416667	0.776172	0.271739	0.5	0.166667	6.39318	0.801214
2009.3	0.575	0.618375	0.44	0.776702	0.208955	0.45	0.16	5.75179	NaN
2009.4	0.714286	0.615658	0.52	0.77638	0.229167	0.404762	0.16	5.18281	0.514737
2009.5	0.575758	0.598513	0.566667	0.778391	0.0862069	0.484848	NaN	6.22132	NaN
2009.6	0.702703	0.588448	0.478261	0.779807	0.186441	0.513514	0.130435	6.59648	NaN
2009.7	0.694444	0.603509	0.333333	0.777337	0.0857143	0.444444	0.0666667	5.69386	NaN
2009.8	0.645161	0.632867	0.333333	0.778971	0.297297	0.645161	0.0555556	8.27601	0.390094
2009.9	0.722222	0.618557	0.434783	0.779763	0.333333	0.361111	0.0434783	4.65783	0.589362
