1980.1	NaN	0.639535	0.6	0.799227	NaN	NaN	NaN	NaN	NaN
1980.2	0.666667	0.625	0.571429	0.80169	NaN	NaN	NaN	NaN	NaN
1980.3	1	0.64	0.333333	0.799533	NaN	NaN	NaN	NaN	NaN
1980.4	1	0.647887	0.5	0.79841	NaN	NaN	NaN	NaN	NaN
1980.5	1	0.651515	1	0.799474	NaN	NaN	NaN	NaN	NaN
1980.6	1	0.661017	0.6	0.807221	NaN	NaN	NaN	NaN	NaN
1980.7	NaN	0.649123	1	0.80704	NaN	NaN	NaN	NaN	NaN
1980.8	0.333333	0.611111	1	0.801505	NaN	NaN	NaN	NaN	NaN
1980.9	1	0.603774	0.666667	0.808579	NaN	NaN	NaN	NaN	NaN
1981	NaN	0.588235	1	0.807389	NaN	NaN	NaN	NaN	NaN
1981.1	NaN	0.571429	0.857143	0.814478	NaN	NaN	NaN	NaN	NaN
1981.2	1	0.560976	NaN	0.816212	NaN	NaN	NaN	NaN	NaN
1981.3	0.666667	0.55814	0.5	0.816085	NaN	NaN	NaN	NaN	NaN
1981.4	0.5	0.567568	0.666667	0.812516	NaN	NaN	NaN	NaN	NaN
1981.5	0.6	0.578947	0.5	0.811695	NaN	NaN	NaN	NaN	NaN
1981.6	0.857143	0.609756	NaN	0.808749	NaN	NaN	NaN	NaN	NaN
1981.7	0.8	0.619048	0.666667	0.810768	NaN	NaN	NaN	NaN	NaN
1981.8	1	0.595238	0.5	0.811895	NaN	NaN	NaN	NaN	NaN
1981.9	1	0.609756	1	0.806697	NaN	NaN	NaN	NaN	NaN
1982	0.6	0.577778	NaN	0.804361	NaN	NaN	NaN	NaN	NaN
1982.1	0.25	0.565217	0.5	0.808368	NaN	NaN	NaN	NaN	NaN
1982.2	1	0.595745	NaN	0.808344	NaN	NaN	NaN	NaN	NaN
1982.3	0.75	0.607843	0.333333	0.80977	NaN	NaN	NaN	NaN	NaN
1982.4	0.5	0.6	0.666667	0.813284	NaN	NaN	NaN	NaN	NaN
1982.5	0.75	0.604167	0.666667	0.80976	NaN	NaN	NaN	NaN	NaN
1982.6	0.666667	0.62	NaN	0.803639	NaN	NaN	NaN	NaN	NaN
1982.7	0.666667	0.666667	0.5	0.807945	NaN	NaN	NaN	NaN	NaN
1982.8	0.75	0.677966	NaN	0.80506	NaN	NaN	NaN	NaN	NaN
1982.9	0.625	0.65625	1	0.802697	NaN	NaN	NaN	NaN	NaN
1983	0.714286	0.656716	0.333333	0.807482	NaN	NaN	NaN	NaN	NaN
1983.1	1	0.636364	1	0.812834	0.0714286	NaN	NaN	NaN	NaN
1983.2	1	0.617647	1	0.810438	NaN	NaN	NaN	NaN	NaN
1983.3	0.6	0.626866	0.666667	0.806621	NaN	NaN	NaN	NaN	NaN
1983.4	NaN	0.621212	NaN	0.804468	NaN	NaN	NaN	NaN	NaN
1983.5	0.5	0.626866	1	0.808795	NaN	NaN	NaN	NaN	NaN
1983.6	0.333333	0.671429	NaN	0.808475	NaN	0.166667	NaN	20.3071	NaN
1983.7	0.833333	0.671233	0.333333	0.810217	NaN	NaN	NaN	NaN	NaN
1983.8	0.285714	0.644737	0.5	0.814041	0.0714286	0.142857	NaN	15.716	NaN
1983.9	0.75	0.641026	0.5	0.815598	0.0357143	0.125	NaN	12.7818	NaN
1984	1	0.666667	0.5	0.8168	NaN	0.25	NaN	24.5697	NaN
1984.1	0.857143	0.65	0.75	0.814832	NaN	NaN	NaN	NaN	NaN
1984.2	0.75	0.658824	NaN	0.813113	0.125	0.125	NaN	10.971	NaN
1984.3	0.888889	0.659341	0.333333	0.812335	NaN	NaN	NaN	NaN	NaN
1984.4	1	0.666667	0.75	0.818921	NaN	NaN	NaN	NaN	NaN
1984.5	0.666667	0.674157	0.4	0.820808	NaN	0.111111	NaN	8.39242	NaN
1984.6	0.8	0.682353	0.666667	0.821676	NaN	NaN	0.166667	NaN	NaN
1984.7	0.6	0.674699	0.625	0.820976	0.0238095	NaN	NaN	NaN	NaN
1984.8	0.8	0.670588	0.5	0.821814	NaN	NaN	NaN	NaN	NaN
1984.9	0.833333	0.663043	1	0.81989	0.111111	0.25	NaN	15.6647	NaN
1985	0.7	0.663265	0.5	0.820709	NaN	0.2	NaN	11.9146	NaN
1985.1	0.666667	0.708333	0.25	0.8152	0.0731707	NaN	NaN	NaN	NaN
1985.2	0.8	0.729167	NaN	0.820587	NaN	NaN	NaN	NaN	NaN
1985.3	0.5	0.726316	0.75	0.816966	NaN	NaN	NaN	NaN	NaN
1985.4	0.8	0.705263	0.8	0.818387	NaN	0.2	NaN	10.2601	NaN
1985.5	0.833333	0.693878	NaN	0.819998	NaN	NaN	NaN	NaN	NaN
1985.6	0.75	0.7	0.333333	0.820233	0.05	0.125	NaN	5.90338	NaN
1985.7	1	0.697917	0.75	0.819949	NaN	NaN	NaN	NaN	NaN
1985.8	0.8	0.677083	0.6	0.82124	0.0434783	NaN	NaN	NaN	NaN
1985.9	1	0.683673	NaN	0.820616	NaN	NaN	NaN	NaN	NaN
1986	1	0.701031	0.25	0.81972	0.04	NaN	NaN	NaN	NaN
1986.1	1	0.657143	0.75	0.815151	0.0714286	0.0833333	NaN	3.3265	NaN
1986.2	0.666667	0.673077	0.333333	0.81498	0.05	NaN	NaN	NaN	NaN
1986.3	1	0.663462	0.6	0.816274	0.130435	0.142857	NaN	5.35409	NaN
1986.4	0.857143	0.637255	0.5	0.818556	NaN	0.285714	NaN	10.4202	NaN
1986.5	0.666667	0.625	0.4	0.815798	NaN	0.333333	0.2	11.8241	NaN
1986.6	0.8	0.632075	0.75	0.812332	0.176471	0.1	NaN	3.41775	NaN
1986.7	0.75	0.62963	NaN	0.818201	NaN	0.25	NaN	8.31043	NaN
1986.8	0.818182	0.636364	0.571429	0.813503	0.027027	0.363636	NaN	11.875	NaN
1986.9	0.888889	0.654867	0.6	0.811758	0.125	0.222222	NaN	7.10923	NaN
1987	0.9	0.615385	0.4	0.812449	0.130435	0.2	NaN	6.25856	NaN
1987.1	0.75	0.623853	0.333333	0.813515	0.0588235	0.25	NaN	7.58558	NaN
1987.2	0.833333	0.633929	0.5	0.812045	0.04	0.333333	NaN	9.79492	NaN
1987.3	0.75	0.634783	0.25	0.814984	0.047619	NaN	NaN	NaN	NaN
1987.4	0.733333	0.642276	0.5	0.816664	0.333333	0.266667	NaN	7.46009	NaN
1987.5	0.5	0.650407	0.4	0.816373	NaN	0.166667	NaN	4.55165	NaN
1987.6	1	0.64	0.6	0.819631	0.153846	0.222222	0.2	5.95641	NaN
1987.7	0.857143	0.632	0.5	0.815144	0.133333	0.571429	NaN	15.0678	NaN
1987.8	0.785714	0.604839	0.625	0.820043	0.166667	0.0714286	NaN	1.84841	NaN
1987.9	0.833333	0.616667	0.25	0.819808	0.2	0.333333	NaN	8.38478	NaN
1988	0.777778	0.615385	0.625	0.818317	0.195122	0.555556	NaN	13.7239	NaN
1988.1	0.75	0.608333	0.666667	0.818015	0.08	0.166667	NaN	4.06335	NaN
1988.2	0.666667	0.618321	0.5	0.818035	0.176471	0.266667	NaN	6.42224	NaN
1988.3	0.666667	0.615385	0.666667	0.817163	0.128205	0.2	NaN	4.75513	NaN
1988.4	0.888889	0.609375	0.777778	0.818833	0.106383	0.333333	NaN	7.756	NaN
1988.5	1	0.637795	0.2	0.82262	0.0434783	0.111111	0.2	2.52953	NaN
1988.6	0.923077	0.645161	0.4	0.827343	0.0526316	0.153846	NaN	3.44305	NaN
1988.7	0.777778	0.631148	0.333333	0.824408	0.2	0.888889	NaN	19.5166	NaN
1988.8	0.8	0.644068	0.25	0.823906	0.0769231	0.6	NaN	12.9125	NaN
1988.9	0.6	0.663866	0.166667	0.821007	0.230769	0.4	NaN	8.52624	NaN
1989	0.8125	0.66129	0.714286	0.823332	0.166667	0.1875	NaN	3.94246	NaN
1989.1	0.9375	0.639098	0.5	0.820926	0.222222	0.25	NaN	5.15155	NaN
1989.2	0.777778	0.631206	0.571429	0.823641	0.178571	0.5	NaN	10.072	NaN
1989.3	0.777778	0.625899	0.545455	0.824594	0.111111	0.222222	NaN	4.4061	NaN
1989.4	0.666667	0.635036	0.5	0.822895	0.25641	0.266667	0.125	5.21588	NaN
1989.5	0.857143	0.654412	0.181818	0.822803	0.130435	0.285714	0.0909091	5.47895	NaN
1989.6	0.9	0.630137	0.625	0.81927	0.0322581	0.45	0.125	8.45763	NaN
1989.7	0.666667	0.607143	0.75	0.818374	0.151515	0.5	0.125	9.2788	NaN
1989.8	0.928571	0.635714	0.375	0.817029	0.0689655	0.285714	0.125	5.22246	NaN
1989.9	0.933333	0.609589	0.5	0.817752	0.272727	0.533333	NaN	9.55009	NaN
1990	0.5	0.611111	0.4	0.819851	0.288889	0.214286	0.1	3.81746	NaN
1990.1	0.888889	0.643357	0.125	0.819073	0.138889	0.333333	0.25	5.86155	NaN
1990.2	0.909091	0.638889	NaN	0.818773	0.208333	0.454545	0.25	7.90467	NaN
1990.3	0.714286	0.662162	0.5	0.821953	0.172414	0.428571	NaN	7.33423	NaN
1990.4	0.9	0.646667	0.555556	0.821284	0.185185	0.35	NaN	5.91133	NaN
1990.5	0.75	0.63871	0.5	0.823652	0.190476	0.5	NaN	8.35685	NaN
1990.6	0.909091	0.645161	0.4	0.823771	NaN	0.454545	NaN	7.53496	NaN
1990.7	0.823529	0.660131	0.583333	0.825522	0.214286	0.235294	NaN	3.86389	NaN
1990.8	0.833333	0.677852	0.444444	0.827618	0.222222	0.333333	0.111111	5.36763	NaN
1990.9	0.782609	0.675159	0.384615	0.83252	0.0487805	0.434783	NaN	6.88656	NaN
1991	0.857143	0.647059	0.7	0.829217	0.190476	0.357143	NaN	5.60905	NaN
1991.1	0.777778	0.621118	0.571429	0.827857	0.291667	0.444444	0.285714	6.91751	NaN
1991.2	0.666667	0.612121	0.555556	0.827867	0.0588235	0.444444	0.111111	6.87362	NaN
1991.3	0.8	0.596591	0.333333	0.830854	0.255814	0.366667	NaN	5.6169	NaN
1991.4	0.769231	0.602273	0.375	0.82953	0.285714	0.461538	0.125	6.97519	NaN
1991.5	0.714286	0.639535	0.4	0.837183	0.156863	0.285714	NaN	4.27323	NaN
1991.6	0.75	0.635838	0.571429	0.836642	0.0833333	0.5	0.142857	7.39661	NaN
1991.7	0.76	0.60989	0.583333	0.835434	0.145833	0.56	0.0833333	8.16582	NaN
1991.8	0.777778	0.620879	0.416667	0.835925	0.375	0.444444	0.25	6.43834	NaN
1991.9	0.666667	0.638418	0.307692	0.8379	0.204545	0.25	0.0769231	3.59815	NaN
1992	0.785714	0.637427	0.666667	0.837048	0.26	0.285714	0.166667	4.06131	NaN
1992.1	0.9	0.644809	0.4	0.838291	0.105263	0.5	NaN	7.06864	NaN
1992.2	0.857143	0.634921	0.7	0.838552	0.151515	0.392857	0.1	5.52725	NaN
