1980.1	714.939	248.288	207.831	89.6879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
1980.2	662.252	237.955	240.066	87.3952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
1980.3	617.894	230.957	271.873	79.1828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
1980.4	582.492	209.12	237.919	73.2774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
1980.5	539.304	179.975	236.967	89.8861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
1980.6	480.3	156.876	268.642	89.5832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
1980.7	461.352	128.465	202.347	72.5191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
1980.8	434.993	155.733	193.33	61.1594	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.75	0	0	0	0	0	
1980.9	424.714	127.643	176.296	66.5045	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.75	0	0	0	0	0	
1981	406.796	110.588	167.504	93.9159	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.6	0	0	0	0	0	
1981.1	333.598	132.131	182.685	99.1069	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.75	0	0	0	0	0	
1981.2	324.008	115.199	142.248	109.7	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.3	0.6	0	0	0	0	0	
1981.3	338.343	109.405	141.632	131.267	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.125	0.75	0	0	0	0	0	
1981.4	289.538	120.075	140.856	158.052	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0.1	0.8	0	0	0	0	0	
1981.5	295.927	92.2945	124.601	173.878	0	0	0	0	0	0	0	0	0	0	0.0416667	0	0.0833333	0.0416667	0.833333	0	0	0	0	0	
1981.6	317.215	97.657	131.528	162.479	0	0	0	0	0	0	0	0	0	0.0333333	0	0	0.0666667	0.166667	0.733333	0	0	0	0	0	
1981.7	323.724	86.7181	100.2	156.547	0	0	0	0	0	0	0	0	0.03125	0	0	0.0625	0.03125	0.28125	0.59375	0	0	0	0	0	
