1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
0,0,0,0.015739862,0.022317849,0.035823872,0.058291915,0.095362109,0.156048438,0.254114822,0.409169583,0.645709022,0.986399203,1.434965784,1.950296803,2.433077334,2.75945069,2.856319394,2.746539096,2.517918438,2.260358961,2.029477303,1.84609135,1.709808038,1.611629082,1.49915557,1.39950539,1.320669832,1.258657691,1.209248007,1.169246921,1.136377978,1.10902529,1.086040147,1.066544595,1.049880454,1.035501995,1.02295647,1.011887953,1.002014578,0.993089929,0.984919187,0.977318028,0.970192488,0.963495666,0.957215051,0.951338266,0.945844391,0.940691956,0.935858146,0.931319351,0.927050178,0.923042146,0.919270828,0.91573553,0.912407763,0.90928713,0.906362061,0.903611879,0.901024468,0.898596338,0.896306117,0.89414894,0.892110947,0.890188016,0.888374911,0.886672303,0.885069582,0.8835666,0.882156619,0.880839491
