tbprev,618
tbprevhi,436
tbprevlo,876
hiv,14
hivhi,12.2
hivlo,16.2
art,20.8
arthi,26.8
artlo,14.8
rx,585.9
rxhi,841.4
rxlo,330.3
ariu12,1.2
eptb,16.7
hhtbOR,3.3
hhhivOR,2.3
tbhivOR,4.5
rxhivOR,9.8
