1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2015
0	0.252949516399434	0.501124284251624	0.739749555009325	0.964050580125292	1.16925261105228	1.35058089924305	1.50326069615035	1.62251725322694	1.70357582192557	1.74166165369901	1.732	1.625	1.301	0.994	0.854677525105798	0.838098461407275	0.86	0.858720125924357	0.863	0.898	0.914	0.93	0.913270063089871	0.872	0.826639915880171	0.781279831760343	0.735919747640514	0.690559663520686	0.645199579400857	0.599839495281029	0.599839495281029
